Unnamed: 0,type,instruction,input,ref
291,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","1. <img alt=""猫"" src=""cat.jpg"">","1. <img alt=""แมว"" src=""cat.jpg"">"
292,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""<h1>欢迎</h1>""}","{""html"": ""<h1>ยินดีต้อนรับ</h1>""}"
293,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","<a title=""更多"">查看更多</a>","<a title=""เพิ่มเติม"">ดูเพิ่มเติม</a>"
294,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""<span aria-label=\""电话\"">打电话</span>""}","{""html"": ""<span aria-label=\""โทรศัพท์\"">โทร</span>""}"
295,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","<div title=""用户"">新用户</div>","<div title=""ผู้ใช้"">ผู้ใช้ใหม่</div>"
296,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""<footer>版权所有</footer>""}","{""html"": ""<footer>ลิขสิทธิ์</footer>""}"
297,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):",<label>密码</label>,<label>รหัสผ่าน</label>
298,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""<strong>重要</strong>""}","{""html"": ""<strong>สำคัญ</strong>""}"
299,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","10. <p title=""问候"">你好，世界</p>","10. <p title=""คำทักทาย"">สวัสดี โลก!</p>"
300,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""[LINK 1]<button aria-label=\""提交\"">点击这里</button>""}","{""html"": ""[LINK 1]<button aria-label=\""ส่ง\"">คลิกที่นี่</button>""}"
301,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","<img alt=""猫"" src=""cat.jpg"">","<img alt=""แมว"" src=""cat.jpg"">"
302,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""1.<h1>欢迎</h1>""}","{""html"": ""1.<h1>ยินดีต้อนรับ</h1>""}"
303,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","1.<a title=""更多"">查看更多</a>","1.<a title=""เพิ่มเติม"">ดูเพิ่มเติม</a>"
304,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""1.<span aria-label=\""电话\"">打电话</span>""}","{""html"": ""1.<span aria-label=\""โทรศัพท์\"">โทร</span>""}"
305,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","2. <div title=""用户"">新用户</div>","2. <div title=""ผู้ใช้"">ผู้ใช้ใหม่</div>"
306,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""**data here** <footer>版权所有</footer>""}","{""html"": ""**data here** <footer>ลิขสิทธิ์</footer>""}"
307,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):",<br/><label>密码</label>,<br/><label>รหัสผ่าน</label>
308,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""1. <strong>重要</strong>""}","{""html"": ""1. <strong>สำคัญ</strong>""}"
309,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","A : <p title=""问候"">你好，世界</p>","A : <p title=""คำทักทาย"">สวัสดี โลก!</p>"
310,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""#Content <button aria-label=\""提交\"">点击这里</button>""}","{""html"": ""#Content <button aria-label=\""ส่ง\"">คลิกที่นี่</button>""}"
311,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","**content** <img alt=""猫"" src=""cat.jpg"">","**content** <img alt=""แมว"" src=""cat.jpg"">"
312,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""A : <h1>欢迎</h1>""}","{""html"": ""A : <h1>ยินดีต้อนรับ</h1>""}"
313,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","A: <a title=""更多"">查看更多</a>","A: <a title=""เพิ่มเติม"">ดูเพิ่มเติม</a>"
314,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""B:<span aria-label=\""电话\"">打电话</span>""}","{""html"": ""B:<span aria-label=\""โทรศัพท์\"">โทร</span>""}"
315,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","CONTENT <div title=""用户"">新用户</div>","CONTENT <div title=""ผู้ใช้"">ผู้ใช้ใหม่</div>"
316,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""LOGO <footer>版权所有</footer>""}","{""html"": ""LOGO <footer>ลิขสิทธิ์</footer>""}"
317,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):",1.<label>密码</label>,1.<label>รหัสผ่าน</label>
318,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""A: <strong>重要</strong>""}","{""html"": ""A: <strong>สำคัญ</strong>""}"
319,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","100. <p title=""问候"">你好，世界</p>","100. <p title=""คำทักทาย"">สวัสดี โลก!</p>"
320,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""**data** <button aria-label=\""提交\"">点击这里</button>""}","{""html"": ""**data** <button aria-label=\""ส่ง\"">คลิกที่นี่</button>""}"
321,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","B : <img alt=""猫"" src=""cat.jpg"">","B : <img alt=""แมว"" src=""cat.jpg"">"
322,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""<br><h1>欢迎</h1>""}","{""html"": ""<br><h1>ยินดีต้อนรับ</h1>""}"
323,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","**content** <a title=""更多"">查看更多</a>","**content** <a title=""เพิ่มเติม"">ดูเพิ่มเติม</a>"
324,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""**data** <span aria-label=\""电话\"">打电话</span>""}","{""html"": ""**data** <span aria-label=\""โทรศัพท์\"">โทร</span>""}"
325,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):","B.<div title=""用户"">新用户</div>","B.<div title=""ผู้ใช้"">ผู้ใช้ใหม่</div>"
326,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""<script></script><footer>版权所有</footer>""}","{""html"": ""<script></script><footer>ลิขสิทธิ์</footer>""}"
327,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in string format):",**content here**<label>密码</label>,**content here**<label>รหัสผ่าน</label>
328,html_translation.json,"Translate text in this HTML from Chinese to Thai, keeping all tags unchanged (answer in json format):","{""html"": ""New<br/> <strong>重要</strong>""}","{""html"": ""New<br/> <strong>สำคัญ</strong>""}"
329,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40-80 words), then translate the summary into Thai:",近年来，人工智能技术在全球范围内得到了快速发展。从语音助手到自动驾驶汽车，AI 正逐渐改变人们的生活方式。在医疗领域，人工智能能够帮助医生快速分析影像，提高诊断效率；在教育领域，智能教学系统根据学生的学习习惯提供个性化的课程。然而，AI 的普及也带来了争议，例如数据隐私保护、就业岗位流失等问题。专家指出，建立健全的法律和伦理规范，将有助于人工智能更好地服务于社会发展。,"{'chinese_summary': '人工智能快速发展并应用于医疗和教育，但也带来隐私和就业挑战，需要法律与伦理规范。', 'thai_translation': 'AI พัฒนาอย่างรวดเร็วและถูกใช้ในด้านการแพทย์และการศึกษา แต่ก็ก่อให้เกิดปัญหาความเป็นส่วนตัวและการจ้างงาน จึงควรมีกฎหมายและจริยธรรมกำกับ'}"
330,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40-80 words), then translate the summary into Thai:",气候变化已经成为全球最严峻的挑战之一。科学研究表明，自工业革命以来，地球的平均气温上升了超过1摄氏度。这种变化导致冰川融化、海平面上升以及极端天气的频繁发生。非洲一些国家面临干旱，亚洲一些地区则频繁发生洪水和台风。各国政府通过《巴黎协定》承诺减少碳排放，同时积极发展风能、太阳能等可再生能源。公众也逐渐意识到环保的重要性，开始减少一次性塑料制品的使用。文章强调，只有全球合作和全民参与，才能有效应对气候危机。,"{'chinese_summary': '气候变化造成干旱和洪水，各国通过《巴黎协定》合作减排，公众也开始重视环保。', 'thai_translation': 'การเปลี่ยนแปลงสภาพภูมิอากาศทำให้เกิดภัยแล้งและน้ำท่วม หลายประเทศร่วมมือกันลดคาร์บอนผ่านข้อตกลงปารีส และประชาชนก็เริ่มใส่ใจสิ่งแวดล้อมมากขึ้น'}"
331,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40-80 words), then translate the summary into Thai:",长城是中国古代最伟大的防御工程之一，全长超过两万公里，跨越多个省份。它最初修建的目的是抵御北方游牧民族的入侵，但随着历史的发展，长城逐渐成为文化与交流的象征。如今，长城已被联合国教科文组织列为世界文化遗产，每年吸引数百万游客前来参观。然而，风雨侵蚀和人类活动对长城的保护带来了巨大挑战。保护和修复长城，已经成为中国文化遗产保护工作的重要组成部分。,"{'chinese_summary': '长城是古代防御工程，也是文化象征，如今是世界遗产，保护面临挑战。', 'thai_translation': 'กำแพงเมืองจีนเป็นสิ่งก่อสร้างป้องกันในอดีตและเป็นสัญลักษณ์ทางวัฒนธรรม ปัจจุบันเป็นมรดกโลก แต่การปกป้องยังเผชิญความท้าทาย'}"
332,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40-80 words), then translate the summary into Thai:",近年来，数字货币逐渐进入人们的视野。比特币、以太坊等虚拟货币不仅成为投资工具，还在部分地区被用于支付。区块链技术的兴起为金融行业带来了新的可能性。但同时，数字货币的价格剧烈波动，监管体系的不完善也引发了风险。一些国家选择全面禁止，另一些国家则积极探索相关技术的应用。文章认为，未来数字货币的发展需要在创新与监管之间找到平衡。,"{'chinese_summary': '数字货币带来新机遇，但价格波动和监管不足造成风险，需要平衡创新与监管。', 'thai_translation': 'สกุลเงินดิจิทัลสร้างโอกาสใหม่ แต่ราคาผันผวนและการขาดการกำกับดูแลก่อให้เกิดความเสี่ยง จึงต้องหาสมดุลระหว่างนวัตกรรมและการกำกับ'}"
333,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40-80 words), then translate the summary into Thai:",随着航天技术的发展，中国在太空探索领域取得了显著成就。嫦娥探测器成功登月，天问探测器抵达火星，这些成就标志着中国在深空探测领域迈出了重要步伐。中国的空间站建设也在稳步推进，为长期太空任务提供了平台。文章指出，太空探索不仅是科技实力的体现，也是人类共同的事业。未来，国际合作将在深空探测中发挥更加重要的作用。,"{'chinese_summary': '中国在月球和火星探索取得突破，空间站建设推进，太空探索需国际合作。', 'thai_translation': 'จีนสำรวจดวงจันทร์และดาวอังคารสำเร็จ พร้อมสร้างสถานีอวกาศ การสำรวจอวกาศจำเป็นต้องอาศัยความร่วมมือระดับนานาชาติ'}"
334,summarization_01.json,"Summarize the following Thai passage (~200 words) into Thai (~40-80 words), then translate the summary into Chinese:",ประเทศไทยกำลังเผชิญกับปัญหาฝุ่นละออง PM2.5 ที่รุนแรงมากขึ้น โดยเฉพาะในช่วงฤดูแล้งที่มีการเผาป่าและการเกษตร ปัญหานี้ส่งผลกระทบต่อสุขภาพของประชาชนอย่างกว้างขวาง โรงเรียนหลายแห่งต้องหยุดการเรียนการสอน และโรงพยาบาลมีผู้ป่วยโรคทางเดินหายใจเพิ่มขึ้นอย่างต่อเนื่อง รัฐบาลได้ออกมาตรการห้ามเผาในที่โล่ง รวมถึงรณรงค์ให้ประชาชนลดการใช้รถยนต์ส่วนตัว อย่างไรก็ตาม ผู้เชี่ยวชาญชี้ว่า การแก้ไขปัญหานี้ต้องอาศัยความร่วมมือของทุกภาคส่วนอย่างจริงจัง,"{'thai_summary': 'ประเทศไทยมีปัญหาฝุ่น PM2.5 กระทบสุขภาพ รัฐออกมาตรการห้ามเผา แต่ต้องการความร่วมมือจากทุกภาคส่วน', 'chinese_translation': '泰国面临严重的PM2.5污染，政府采取禁烧措施，但需要全民合作'}"
335,summarization_01.json,"Summarize the following Thai passage (~200 words) into Thai (~40-80 words), then translate the summary into Chinese:",การท่องเที่ยวเป็นภาคเศรษฐกิจหลักของไทย เมืองยอดนิยมอย่างกรุงเทพฯ เชียงใหม่ และภูเก็ต ดึงดูดนักท่องเที่ยวจากทั่วโลก เทศกาลสงกรานต์และลอยกระทงก็เป็นเสน่ห์สำคัญที่ทำให้นักท่องเที่ยวประทับใจ อย่างไรก็ตาม การพึ่งพาการท่องเที่ยวมากเกินไปทำให้เศรษฐกิจไทยเปราะบางต่อปัจจัยภายนอก เช่น โรคระบาดและวิกฤตเศรษฐกิจโลก นักเศรษฐศาสตร์จึงเสนอให้ไทยพัฒนาภาคการผลิตและเทคโนโลยีควบคู่ไปด้วย,"{'thai_summary': 'การท่องเที่ยวสร้างรายได้สูง แต่ไทยควรพัฒนาภาคอื่นเพื่อลดความเสี่ยงจากการพึ่งพามากเกินไป', 'chinese_translation': '旅游业为泰国带来高收入，但过度依赖使经济脆弱，需发展其他产业'}"
336,summarization_01.json,"Summarize the following Thai passage (~200 words) into Thai (~40-80 words), then translate the summary into Chinese:",เทคโนโลยีดิจิทัลกำลังเปลี่ยนแปลงวิถีชีวิตของคนไทย สมาร์ทโฟน อินเทอร์เน็ตความเร็วสูง และโซเชียลมีเดีย ทำให้ผู้คนสามารถเข้าถึงข้อมูล ข่าวสาร และความบันเทิงได้ทุกที่ทุกเวลา ธุรกิจจำนวนมากหันมาใช้แพลตฟอร์มออนไลน์ในการค้าขาย ส่งผลให้การเติบโตของอีคอมเมิร์ซและฟินเทคเพิ่มขึ้น แต่ในขณะเดียวกัน ความเสี่ยงด้านความปลอดภัยไซเบอร์และการละเมิดข้อมูลส่วนบุคคลก็เพิ่มขึ้นตามมา,"{'thai_summary': 'เทคโนโลยีดิจิทัลช่วยชีวิตสะดวกขึ้นและธุรกิจเติบโต แต่เสี่ยงต่อความปลอดภัยไซเบอร์', 'chinese_translation': '数字技术便利生活并推动商业发展，但带来网络安全风险'}"
337,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",多所学校引入自适应学习系统，根据学生数据调整教学节奏。专家认为，AI不能替代教师，但能显著提升诊断效率。家长担心数据隐私，教育部门出台了分级授权与脱敏标准。教师通过平台获取班级学习画像，以便个性化辅导。同时也出现了城乡资源差异扩大的隐忧，需要公共投入。一年内，平台为超过30万名学生提供题目推荐与错因分析。,"{'chinese_summary': '本篇聚焦AI进入课堂的实践。自适应系统与数据画像提升教学效率，但隐私与城乡差异成为新议题，需制度与公共投入并举。', 'thai_translation': 'บทความกล่าวถึงการใช้ AI ในห้องเรียน ช่วยเพิ่มประสิทธิภาพการสอน แต่ต้องคำนึงถึงความเป็นส่วนตัวและความเหลื่อมล้ำเมือง-ชนบท จึงต้องมีมาตรการและงบสาธารณะร่วมกัน'}"
338,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",电网侧储能项目开始商业化，削峰填谷效果明显。地方政府提出到2030年可再生能源占比达到10%。企业通过绿电交易获得碳减排收益。南京附近新建的风电与光伏基地在2019年并网发电。居民屋顶光伏的并网流程被简化，装机成本逐年下降。传统煤电机组实施灵活性改造，以适应波动性电源。,"{'chinese_summary': '地区推进风光并网与储能商业化，居民屋顶光伏增长显著。转型减少碳排放，同时面临成本与电网适配挑战。', 'thai_translation': 'ภูมิภาคเร่งเชื่อมต่อพลังงานลม-แสงอาทิตย์และเริ่มใช้ระบบกักเก็บไฟฟ้า การติดตั้งโซลาร์บนหลังคาเติบโต ลดคาร์บอนแต่ยังท้าทายเรื่องต้นทุนและการปรับตัวของโครงข่าย'}"
339,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",票价优惠与换乘积分刺激市民放弃私家车。噪音与拥挤问题仍需分时调度与车辆增配来缓解。高峰时段公交专用道缩短通勤时间约12%。南京地铁新线在2021年开通，串联科研园区与老城区。交通部门发布开放数据，供企业开发路线规划服务。公共自行车网点扩容，形成“地铁+慢行”的复合出行。,"{'chinese_summary': '新线开通与慢行系统改善通勤效率，叠加票价激励引导绿色出行。但噪音、拥挤与数据治理仍待优化。', 'thai_translation': 'เส้นทางใหม่และระบบเดิน-ปั่นช่วยให้การเดินทางมีประสิทธิภาพขึ้น พร้อมแรงจูงใจค่าตั๋วสนับสนุนการเดินทางสีเขียว แต่ยังต้องแก้ปัญหาเสียงดัง ความแออัด และธรรมาภิบาลข้อมูล'}"
340,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",太空望远镜的巡天计划让更多青年学者参与。舆论呼吁把科学开放与安全可控结合起来。各国讨论建立更统一的任务命名和数据标准。2020年，月面矿物样品的开放申请吸引了40个研究机构。多国科研团队共享深空探测数据，联合发布观测成果。,"{'chinese_summary': '深空科学强调数据共享与标准统一，多国协作拓展前沿研究。开放与安全需同步考量。', 'thai_translation': 'วิทยาศาสตร์อวกาศลึกเน้นการแบ่งปันข้อมูลและมาตรฐานร่วม ความร่วมมือพหุชาติขยายแนวหน้าวิจัย แต่ต้องพิจารณาความปลอดภัยควบคู่'}"
341,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",企事业单位推广“工间活动”，缓解久坐问题。城市步道总里程新增12公里，适合慢跑与骑行。社区体育中心延长开放时间，提供低价课程。研究显示，适量运动与心理健康呈正相关。赛事志愿者体系也吸引更多市民参与。,"{'chinese_summary': '公共设施与赛事体系带动运动参与度上升，身心健康收益明显。', 'thai_translation': 'ศูนย์กีฬาและกิจกรรมอาสาช่วยเพิ่มการออกกำลังกายของประชาชน ส่งผลดีต่อกายและใจ'}"
342,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",企业通过绿电交易获得碳减排收益。电网侧储能项目开始商业化，削峰填谷效果明显。北京附近新建的风电与光伏基地在2023年并网发电。居民屋顶光伏的并网流程被简化，装机成本逐年下降。传统煤电机组实施灵活性改造，以适应波动性电源。地方政府提出到2030年可再生能源占比达到20%。,"{'chinese_summary': '地区推进风光并网与储能商业化，居民屋顶光伏增长显著。转型减少碳排放，同时面临成本与电网适配挑战。', 'thai_translation': 'ภูมิภาคเร่งเชื่อมต่อพลังงานลม-แสงอาทิตย์และเริ่มใช้ระบบกักเก็บไฟฟ้า การติดตั้งโซลาร์บนหลังคาเติบโต ลดคาร์บอนแต่ยังท้าทายเรื่องต้นทุนและการปรับตัวของโครงข่าย'}"
343,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",高峰时段公交专用道缩短通勤时间约12%。交通部门发布开放数据，供企业开发路线规划服务。噪音与拥挤问题仍需分时调度与车辆增配来缓解。公共自行车网点扩容，形成“地铁+慢行”的复合出行。成都地铁新线在2019年开通，串联科研园区与老城区。票价优惠与换乘积分刺激市民放弃私家车。,"{'chinese_summary': '新线开通与慢行系统改善通勤效率，叠加票价激励引导绿色出行。但噪音、拥挤与数据治理仍待优化。', 'thai_translation': 'เส้นทางใหม่และระบบเดิน-ปั่นช่วยให้การเดินทางมีประสิทธิภาพขึ้น พร้อมแรงจูงใจค่าตั๋วสนับสนุนการเดินทางสีเขียว แต่ยังต้องแก้ปัญหาเสียงดัง ความแออัด และธรรมาภิบาลข้อมูล'}"
344,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",保护与活化之间，需要更细致的政策平衡。文创品牌与电商合作，扩大受众与销售渠道。也有人担心过度商业化稀释了工艺的文化内涵。一年内，线下工作坊接待游客超过30万人次。老匠人将工序数字化，记录图样与天然染料配比。广州设立了非遗传习所，邀请年轻人学习传统染织。,"{'chinese_summary': '传统工艺通过数字化与电商实现活化，吸引年轻人参与。商业化增量与文化内涵之间需要稳妥平衡。', 'thai_translation': 'งานหัตถกรรมดั้งเดิมถูกฟื้นชีวิตด้วยดิจิทัลและอีคอมเมิร์ซ ดึงคนรุ่นใหม่เข้าร่วม ต้องรักษาสมดุลระหว่างการค้าและคุณค่าทางวัฒนธรรม'}"
345,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",多国科研团队共享深空探测数据，联合发布观测成果。舆论呼吁把科学开放与安全可控结合起来。2024年，月面矿物样品的开放申请吸引了30个研究机构。各国讨论建立更统一的任务命名和数据标准。太空望远镜的巡天计划让更多青年学者参与。,"{'chinese_summary': '深空科学强调数据共享与标准统一，多国协作拓展前沿研究。开放与安全需同步考量。', 'thai_translation': 'วิทยาศาสตร์อวกาศลึกเน้นการแบ่งปันข้อมูลและมาตรฐานร่วม ความร่วมมือพหุชาติขยายแนวหน้าวิจัย แต่ต้องพิจารณาความปลอดภัยควบคู่'}"
346,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",接种完成后，重症率下降约15%。2019年冬季，当地基层医院建立发热哨点网络。平台推送不良反应监测报告，提升透明度。医生提醒，健康教育与生活方式干预同样重要。移动接种车开进社区，提高老年人覆盖率。,"{'chinese_summary': '基层监测与移动接种提升覆盖，重症率下降。公共沟通与生活方式干预同样关键。', 'thai_translation': 'เครือข่ายติดตามและรถฉีดวัคซีนเคลื่อนที่เพิ่มความครอบคลุม อัตราป่วยรุนแรงลดลง และยังต้องสื่อสารสาธารณะกับปรับพฤติกรรมสุขภาพ'}"
347,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",合作社组织农户学习直播带货，提高议价能力。快递网络延伸到乡镇，退换货体验接近城市。北京周边的县域建立冷链仓，解决生鲜跨省运输难题。村里也开展数字素养课程，防范网络诈骗。当地优质农产品上行，平均溢价50%。,"{'chinese_summary': '冷链、直播与快递下沉推动农产品上行，收入改善。并行开展数字素养教育以降低风险。', 'thai_translation': 'ห่วงโซ่เย็น ไลฟ์สด และขนส่งพัสดุที่ลงสู่ชนบท ช่วยผลักดันสินค้าเกษตรขึ้นแพลตฟอร์ม รายได้ดีขึ้น พร้อมสอนทักษะดิจิทัลลดความเสี่ยง'}"
348,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",夜间限流与预约机制将人流密度降低50%。导览系统加入无障碍路径与多语种解说。周边居民参与共治，避免“景区化”挤压日常生活。西安古城墙修缮工程采用“最小干预”原则。三维扫描建立高精度模型，便于结构评估。,"{'chinese_summary': '以最小干预修缮古迹，三维建模与限流并用，兼顾游览体验与社区生活。', 'thai_translation': 'บูรณะโบราณสถานแบบแทรกแซงน้อย ผสานจำลองสามมิติกับการจำกัดคนเข้า ช่วยรักษาทั้งประสบการณ์ท่องเที่ยวและชีวิตชุมชน'}"
349,summarization_01.json,"Summarize the following Chinese passage (~200 words) into Chinese (~40–80 words), then translate the summary into Thai:",城市通过分区压降与再生水回用稳定供水。跨流域调水方案引发生态影响评估的讨论。公众响应节水倡议，安装节水器具并减少浪费。农业采用滴灌与耐旱品种，提升水分利用效率。2019年，上海经历了罕见干旱，水库蓄水率一度降至历史低位。,"{'chinese_summary': '城市分区供水与农业节水协同推进，公众参与增强。跨流域调水需充分评估生态影响。', 'thai_translation': 'เมืองจัดการน้ำแบบแบ่งเขตและใช้ซ้ำน้ำควบคู่ เกษตรปรับระบบให้น้ำ คนทั่วไปมีส่วนร่วม ขณะที่โครงการผันน้ำต้องประเมินผลกระทบสิ่งแวดล้อม'}"
350,summarization_01.json,"Summarize the following Thai passage (~200 words) into Thai (~40–80 words), then translate the summary into Chinese:",คลินิกชุมชนกว่า 8 แห่งเชื่อมโยงข้อมูลกับโรงพยาบาลศูนย์ อย่างไรก็ดี ประเด็นความเป็นส่วนตัวของข้อมูลต้องได้รับการกำกับที่ชัดเจน โรงพยาบาลในจังหวัดชลบุรีเริ่มใช้ระบบเวชระเบียนอิเล็กทรอนิกส์มาตั้งแต่ปี 2024 มีการเพิ่มคลินิกทางไกลเพื่อลดความแออัดและค่าเดินทาง แพทย์สามารถเข้าถึงประวัติการรักษาและผลตรวจได้รวดเร็วขึ้น หน่วยงานรัฐจึงออกแนวทางการเข้าถึงและการให้ความยินยอมของผู้ป่วย,"{'thai_summary': 'โรงพยาบาลและคลินิกเชื่อมโยงข้อมูลสุขภาพ เพิ่มบริการทางไกล เร็วขึ้นแต่ต้องคุมมาตรฐานความเป็นส่วนตัวและการยินยอม', 'chinese_translation': '医院与社区诊所实现数据互联，远程医疗提升效率，但需强化隐私与同意的规范。'}"
351,summarization_01.json,"Summarize the following Thai passage (~200 words) into Thai (~40–80 words), then translate the summary into Chinese:",สตูดิโอขนาดเล็กได้รับทุนบ่มเพาะเพื่อพัฒนาผลงาน มหาวิทยาลัยเปิดหลักสูตรร่วมกับเอกชนเพื่อผลิตบุคลากรตรงความต้องการ เทศกาลศิลปะประจำปีดึงดูดนักท่องเที่ยวและชุมชนผู้สร้าง เมืองชลบุรีผลักดันอุตสาหกรรมดิจิทัลคอนเทนต์และงานออกแบบ อย่างไรก็ตาม พื้นที่สร้างสรรค์ยังขาดโครงสร้างพื้นฐานบางด้าน ยอดขายสินค้าดีไซน์เติบโตเฉลี่ย 8% ต่อปี,"{'thai_summary': 'เมืองผลักดันเศรษฐกิจสร้างสรรค์ผ่านทุนบ่มเพาะ เทศกาลศิลปะ และหลักสูตรร่วม รายได้เติบโตแต่ยังขาดโครงสร้างพื้นฐานบางด้าน', 'chinese_translation': '城市通过孵化基金、艺术节与产学合作推动创意经济，收入增长但基础设施仍不足。'}"
352,summarization_01.json,"Summarize the following Thai passage (~200 words) into Thai (~40–80 words), then translate the summary into Chinese:",เทศบาลเมืองขอนแก่นเริ่มโครงการคัดแยกขยะที่ต้นทางโดยชุมชน โครงการเน้นการสื่อสารอย่างต่อเนื่องมากกว่าแคมเปญระยะสั้น โรงเรียนจัดคาบเรียนสิ่งแวดล้อมให้เด็ก ๆ เรียนรู้เรื่องรีไซเคิล มีการติดตั้งถังแยกประเภทและให้ส่วนลดค่าธรรมเนียมกับครัวเรือนต้นแบบ ปริมาณขยะที่ต้องฝังกลบลดลง 10% ภายในหนึ่งปี อย่างไรก็ตาม ขยะอาหารยังเป็นสัดส่วนสูง จึงทดลองทำปุ๋ยอินทรีย์,"{'thai_summary': 'ชุมชนคัดแยกขยะที่ต้นทาง โรงเรียนสอนรีไซเคิล ปริมาณฝังกลบลดลง แต่ต้องจัดการขยะอาหารและสื่อสารต่อเนื่อง', 'chinese_translation': '社区源头分类与校园环保教育使填埋量下降，但餐厨垃圾与持续沟通仍是难点。'}"
